yearID,Age,Tm,Lg,G,PA,Rbat,Rbaser,Rdp,Rfield,Rpos,RAA,WAA,Rrep,RAR,WAR,waaWL%,162WL%,oWAR,dWAR,oRAR,Salary,Pos,Awards,bbrefID
2007,31,LAD,NL,20.0,74.0,-6.0,0.0,0.0,-3.0,0.0,-9.0,-0.9,2.0,-7.0,-0.7,0.454,0.494,-0.4,-0.3,-4.0,,5/3H,,hillesh02
2000,20,CHC,NL,11.0,47.0,-2.0,0.0,1.0,-2.0,0.0,-3.0,-0.3,1.0,-2.0,-0.2,0.472,0.498,0.0,-0.2,0.0,,8/H,,patteco01
2001,21,CHC,NL,59.0,145.0,-9.0,2.0,1.0,1.0,0.0,-5.0,-0.5,5.0,0.0,-0.1,0.492,0.497,-0.2,0.1,-1.0,,8H7/9,,patteco01
2002,22,CHC,NL,153.0,628.0,-19.0,3.0,2.0,-5.0,3.0,-15.0,-1.7,20.0,5.0,0.2,0.49,0.49,0.8,-0.3,10.0,"$227,500",*8H,,patteco01
2003,23,CHC,NL,83.0,347.0,7.0,2.0,0.0,-3.0,2.0,9.0,0.8,11.0,19.0,1.8,0.51,0.505,2.2,-0.1,22.0,"$365,000",8/H,,patteco01
2004,24,CHC,NL,157.0,687.0,-6.0,2.0,3.0,8.0,4.0,11.0,0.9,21.0,32.0,3.0,0.507,0.507,2.2,1.1,24.0,"$480,000",*8/H,,patteco01
2005,25,CHC,NL,126.0,483.0,-30.0,1.0,1.0,1.0,3.0,-24.0,-2.6,15.0,-9.0,-1.1,0.48,0.485,-1.2,0.3,-10.0,"$2,800,000",*8H,,patteco01
2006,26,BAL,AL,135.0,499.0,-3.0,5.0,4.0,15.0,3.0,24.0,2.4,19.0,43.0,4.2,0.517,0.514,2.7,1.8,28.0,"$2,800,000",*8/H,,patteco01
2007,27,BAL,AL,132.0,503.0,-13.0,3.0,3.0,3.0,3.0,-1.0,-0.1,19.0,18.0,1.7,0.499,0.499,1.5,0.6,15.0,"$4,300,000",*8/H,,patteco01
2008,28,CIN,NL,135.0,392.0,-25.0,0.0,3.0,9.0,2.0,-12.0,-1.3,12.0,1.0,-0.1,0.491,0.493,-1.0,1.1,-8.0,"$3,000,000",*8H,,patteco01
2009,29,WSN,NL,5.0,15.0,-3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.492,0.5,-0.2,0.2,-2.0,,/89H,,patteco01
2009,29,MIL,NL,11.0,15.0,-3.0,-1.0,0.0,1.0,0.0,-3.0,-0.4,0.0,-3.0,-0.3,0.468,0.498,-0.4,0.1,-4.0,,/H8,,patteco01
2010,30,BAL,AL,90.0,341.0,-3.0,3.0,1.0,3.0,-4.0,0.0,0.0,13.0,13.0,1.3,0.5,0.5,1.0,0.0,9.0,,7DH8/9,,patteco01
2011,31,TOR,AL,89.0,341.0,-10.0,0.0,1.0,-3.0,-2.0,-15.0,-1.6,13.0,-2.0,-0.3,0.482,0.49,0.0,-0.5,1.0,"$900,000",78/9HD,,patteco01
2011,31,STL,NL,44.0,56.0,-5.0,-1.0,0.0,1.0,0.0,-5.0,-0.6,2.0,-3.0,-0.4,0.487,0.496,-0.5,0.1,-4.0,,H98/7,,patteco01
1998,26,LAD,NL,6.0,14.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.1,0.0,1.0,0.1,0.511,0.5,0.0,0.1,0.0,,/2H,,loducpa01
1999,27,LAD,NL,36.0,110.0,-5.0,-2.0,-1.0,1.0,2.0,-5.0,-0.5,3.0,-1.0,-0.2,0.488,0.497,-0.2,0.3,-2.0,"$200,000",2/H,,loducpa01
2000,28,LAD,NL,34.0,75.0,-3.0,-1.0,0.0,5.0,1.0,2.0,0.1,2.0,4.0,0.4,0.505,0.501,-0.1,0.5,-1.0,,2H/795,,loducpa01
2001,29,LAD,NL,125.0,519.0,27.0,-3.0,0.0,4.0,4.0,32.0,3.1,16.0,49.0,4.6,0.526,0.52,4.3,0.8,44.0,"$230,000",23/H7D9,MVP-19,loducpa01
2002,30,LAD,NL,149.0,632.0,3.0,0.0,0.0,2.0,7.0,12.0,1.1,20.0,32.0,3.0,0.508,0.508,2.9,0.9,30.0,"$546,667",*23/7H,,loducpa01
2003,31,LAD,NL,147.0,630.0,-6.0,-1.0,-2.0,22.0,7.0,20.0,1.9,19.0,39.0,3.8,0.514,0.512,1.5,2.9,17.0,"$2,636,667",*23/7H,AS,loducpa01
2004,32,LAD,NL,91.0,381.0,4.0,-3.0,-1.0,4.0,5.0,9.0,0.8,12.0,21.0,2.0,0.51,0.506,1.6,0.9,17.0,"$4,066,667",2/73H,AS,loducpa01
2004,32,FLA,NL,52.0,213.0,-3.0,1.0,0.0,5.0,3.0,6.0,0.6,7.0,13.0,1.2,0.512,0.504,0.8,0.8,8.0,,2/H,AS,loducpa01
2005,33,FLA,NL,132.0,496.0,-8.0,-1.0,0.0,0.0,8.0,-2.0,-0.3,15.0,14.0,1.2,0.499,0.499,1.2,0.7,13.0,"$4,666,667",*2H,AS,loducpa01
2006,34,NYM,NL,124.0,551.0,6.0,0.0,-1.0,-4.0,8.0,9.0,0.7,17.0,26.0,2.4,0.507,0.505,2.8,0.3,30.0,"$6,599,206",*2/HD,AS,loducpa01
2007,35,NYM,NL,119.0,488.0,-14.0,-3.0,0.0,-3.0,7.0,-12.0,-1.3,15.0,3.0,0.2,0.49,0.493,0.5,0.4,6.0,"$6,250,000",*2/DH,,loducpa01
2008,36,WSN,NL,46.0,153.0,-7.0,0.0,-1.0,-5.0,0.0,-13.0,-1.4,5.0,-9.0,-0.9,0.471,0.492,-0.4,-0.5,-3.0,"$5,000,000",23/H7D,,loducpa01
2008,36,FLA,NL,21.0,40.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-0.1,1.0,1.0,0.1,0.497,0.5,0.2,-0.1,2.0,,H/23,,loducpa01
2000,23,TEX,AL,2.0,2.0,-1.0,0.0,0.0,0.0,0.0,-1.0,-0.1,0.0,-1.0,-0.1,0.452,0.499,-0.1,0.0,-1.0,,/4H,,youngmi02
2001,24,TEX,AL,106.0,429.0,-10.0,0.0,0.0,-4.0,3.0,-11.0,-1.0,16.0,5.0,0.5,0.49,0.493,0.9,0.0,9.0,,4/H,,youngmi02
2002,25,TEX,AL,156.0,633.0,-15.0,0.0,0.0,8.0,5.0,-3.0,-0.2,24.0,21.0,2.0,0.498,0.498,1.2,1.3,13.0,"$250,000",*46/H5D,,youngmi02
2003,26,TEX,AL,160.0,713.0,-2.0,4.0,1.0,-5.0,5.0,3.0,0.3,26.0,29.0,2.8,0.502,0.502,3.3,0.1,34.0,"$415,000",*4/6,,youngmi02
2004,27,TEX,AL,160.0,739.0,8.0,3.0,0.0,-27.0,8.0,-8.0,-0.6,26.0,18.0,1.9,0.496,0.496,4.3,-1.6,45.0,"$450,000",*6/D,"AS,MVP-8",youngmi02
2005,28,TEX,AL,159.0,732.0,31.0,1.0,0.0,-32.0,8.0,8.0,0.8,25.0,33.0,3.2,0.505,0.505,6.4,-2.3,65.0,"$2,575,000",*6/D,"AS,MVP-11",youngmi02
2006,29,TEX,AL,162.0,748.0,13.0,0.0,-2.0,-6.0,8.0,13.0,1.4,25.0,39.0,3.8,0.508,0.508,4.4,0.3,44.0,"$3,075,000",*6/D,"AS,MVP-30",youngmi02
2007,30,TEX,AL,156.0,692.0,10.0,0.0,-1.0,-10.0,8.0,7.0,0.8,25.0,32.0,3.2,0.505,0.504,4.2,-0.2,42.0,"$3,575,000",*6/D,AS,youngmi02
2008,31,TEX,AL,155.0,708.0,-1.0,4.0,-2.0,-4.0,8.0,5.0,0.7,24.0,30.0,3.1,0.503,0.503,3.4,0.5,33.0,"$6,174,974",*6/DH,"AS,GG",youngmi02
2009,32,TEX,AL,135.0,593.0,24.0,-3.0,-1.0,-15.0,3.0,7.0,0.8,21.0,29.0,2.8,0.505,0.504,4.3,-1.2,44.0,"$13,054,526",*5/D,"AS,MVP-16",youngmi02
2010,33,TEX,AL,157.0,718.0,-1.0,3.0,-1.0,-11.0,3.0,-7.0,-0.6,25.0,18.0,1.9,0.496,0.496,3.0,-0.7,29.0,"$13,174,974",*5/D,,youngmi02
2011,34,TEX,AL,159.0,689.0,20.0,1.0,-1.0,-10.0,-7.0,2.0,0.3,25.0,27.0,2.7,0.501,0.501,3.8,-1.8,37.0,"$16,174,974",D534/6,"AS,MVP-8",youngmi02
2012,35,TEX,AL,156.0,651.0,-13.0,-2.0,-3.0,-12.0,-8.0,-38.0,-4.1,24.0,-14.0,-1.7,0.474,0.475,-0.3,-2.1,-2.0,"$16,000,000",D354/6H,,youngmi02
2013,36,PHI,NL,126.0,512.0,0.0,0.0,-2.0,-23.0,1.0,-24.0,-2.7,17.0,-7.0,-1.1,0.479,0.484,1.5,-2.5,16.0,,53/H,,youngmi02
2013,36,LAD,NL,21.0,53.0,-1.0,0.0,0.0,-1.0,0.0,-2.0,-0.3,2.0,-1.0,-0.1,0.488,0.498,0.0,-0.2,0.0,"$16,000,000",/35H46,,youngmi02
2001,23,PIT,NL,108.0,425.0,-28.0,1.0,2.0,9.0,6.0,-11.0,-1.2,13.0,3.0,0.1,0.49,0.493,-0.8,1.4,-6.0,"$200,000",6/H,,wilsoja02
2002,24,PIT,NL,147.0,586.0,-21.0,2.0,2.0,11.0,8.0,2.0,0.1,18.0,20.0,1.9,0.501,0.501,0.8,1.9,9.0,"$232,000",*6/H,,wilsoja02
2003,25,PIT,NL,150.0,615.0,-23.0,-1.0,3.0,6.0,8.0,-8.0,-0.9,19.0,12.0,0.9,0.495,0.495,0.4,1.4,5.0,"$335,000",*6/H,,wilsoja02
2004,26,PIT,NL,157.0,693.0,5.0,2.0,2.0,11.0,8.0,29.0,2.7,21.0,50.0,4.8,0.518,0.518,3.7,1.9,39.0,"$1,850,000",*6/H,"AS,SS",wilsoja02
2005,27,PIT,NL,158.0,639.0,-19.0,-1.0,2.0,32.0,8.0,22.0,2.2,20.0,42.0,4.2,0.515,0.514,0.8,4.1,10.0,"$3,250,000",*6/H,,wilsoja02
2006,28,PIT,NL,142.0,594.0,-17.0,1.0,0.0,5.0,7.0,-5.0,-0.6,19.0,14.0,1.2,0.497,0.497,0.7,1.1,9.0,"$4,750,000",*6H,,wilsoja02
2007,29,PIT,NL,135.0,535.0,0.0,-1.0,1.0,14.0,7.0,21.0,2.0,17.0,38.0,3.6,0.516,0.513,2.2,2.0,24.0,"$5,400,000",*6/H,,wilsoja02
2008,30,PIT,NL,87.0,330.0,-10.0,-1.0,-1.0,13.0,4.0,6.0,0.5,10.0,17.0,1.5,0.507,0.504,0.2,1.7,3.0,"$6,650,000",6/H,,wilsoja02
2009,31,PIT,NL,75.0,286.0,-6.0,0.0,1.0,23.0,4.0,22.0,2.3,9.0,31.0,3.2,0.531,0.514,0.7,2.8,8.0,"$7,400,000",6/H,,wilsoja02
2009,31,SEA,AL,31.0,116.0,-7.0,1.0,0.0,5.0,2.0,1.0,0.1,4.0,5.0,0.5,0.502,0.5,0.0,0.7,0.0,,6,,wilsoja02
2010,32,SEA,AL,61.0,211.0,-6.0,-1.0,0.0,8.0,3.0,4.0,0.5,8.0,12.0,1.3,0.508,0.503,0.4,1.2,4.0,"$5,000,000",6/DH,,wilsoja02
2011,33,SEA,AL,62.0,187.0,-2.0,0.0,1.0,6.0,2.0,6.0,0.7,7.0,13.0,1.3,0.511,0.504,0.7,0.8,7.0,"$5,000,000",46/H5,,wilsoja02
2011,33,ATL,NL,17.0,45.0,-3.0,0.0,0.0,0.0,1.0,-2.0,-0.2,1.0,-1.0,-0.1,0.486,0.499,-0.1,0.1,-1.0,,6/H5,,wilsoja02
2012,34,ATL,NL,40.0,77.0,-10.0,0.0,1.0,-2.0,1.0,-10.0,-1.1,2.0,-8.0,-0.9,0.473,0.493,-0.7,-0.1,-6.0,"$1,000,000",6H/4,,wilsoja02
2001,26,ARI,NL,72.0,195.0,-2.0,1.0,1.0,-2.0,1.0,-1.0,-0.2,6.0,5.0,0.4,0.498,0.499,0.6,-0.1,6.0,,4H/6,,spiveju01
2002,27,ARI,NL,143.0,626.0,20.0,1.0,0.0,-3.0,4.0,21.0,2.1,19.0,40.0,3.9,0.515,0.513,4.3,0.0,44.0,"$215,000",*4/H,"AS,MVP-14",spiveju01
2003,28,ARI,NL,106.0,408.0,-6.0,0.0,0.0,-1.0,3.0,-5.0,-0.6,13.0,8.0,0.7,0.496,0.497,0.8,0.1,9.0,"$432,000",4H/8,,spiveju01
2004,29,MIL,NL,59.0,263.0,2.0,-1.0,0.0,5.0,2.0,7.0,0.7,8.0,15.0,1.4,0.512,0.504,1.0,0.7,10.0,"$2,367,500",4/H6,,spiveju01
2005,30,MIL,NL,49.0,202.0,-3.0,0.0,1.0,7.0,1.0,6.0,0.6,6.0,12.0,1.2,0.512,0.504,0.5,0.8,5.0,"$2,125,000",4/H,,spiveju01
2005,30,WSN,NL,28.0,91.0,-1.0,1.0,0.0,3.0,1.0,3.0,0.3,3.0,6.0,0.6,0.513,0.502,0.3,0.4,3.0,,4/H,,spiveju01
2001,24,MON,NL,47.0,136.0,-8.0,0.0,0.0,-2.0,-1.0,-11.0,-1.1,4.0,-7.0,-0.7,0.476,0.493,-0.6,-0.3,-5.0,,7H,,wilkebr01
2002,25,MON,NL,153.0,603.0,11.0,-1.0,0.0,-12.0,-3.0,-4.0,-0.6,19.0,15.0,1.3,0.497,0.497,2.6,-1.6,27.0,"$206,000",*873/H9,RoY-2,wilkebr01
2003,26,MON,NL,146.0,602.0,14.0,-4.0,1.0,11.0,-5.0,16.0,1.5,19.0,35.0,3.3,0.511,0.51,2.2,0.5,24.0,"$315,000",*7839/H,,wilkebr01
2004,27,MON,NL,160.0,688.0,17.0,1.0,0.0,20.0,-7.0,31.0,3.0,21.0,52.0,5.0,0.519,0.519,3.1,1.2,32.0,"$375,000",3789/H,,wilkebr01
2005,28,WSN,NL,148.0,661.0,1.0,-3.0,0.0,4.0,-1.0,1.0,-0.1,20.0,21.0,1.9,0.501,0.5,1.5,0.2,16.0,"$3,050,000",*873/9H,,wilkebr01
2006,29,TEX,AL,95.0,365.0,-8.0,1.0,0.0,0.0,-4.0,-11.0,-1.1,14.0,2.0,0.3,0.488,0.493,0.3,-0.4,2.0,"$3,900,000",7D/98H,,wilkebr01
2007,30,TEX,AL,119.0,389.0,0.0,1.0,1.0,-5.0,-6.0,-10.0,-0.9,15.0,5.0,0.5,0.492,0.494,1.0,-1.1,10.0,"$4,350,000",379/H8D,,wilkebr01
2008,31,SEA,AL,19.0,68.0,-2.0,-1.0,0.0,2.0,-1.0,-1.0,-0.1,3.0,1.0,0.1,0.492,0.499,-0.1,0.2,-1.0,"$3,000,000",9/H,,wilkebr01
2008,31,TOR,AL,85.0,241.0,-12.0,-1.0,0.0,1.0,-3.0,-15.0,-1.5,9.0,-6.0,-0.6,0.482,0.49,-0.8,-0.2,-7.0,,97H/83D,,wilkebr01
1999,27,NYM,NL,66.0,39.0,-4.0,0.0,0.0,3.0,-1.0,-2.0,-0.2,1.0,0.0,0.0,0.498,0.499,-0.4,0.2,-3.0,"$200,000",7H8/9456,,morame01
2000,28,NYM,NL,79.0,242.0,-5.0,1.0,0.0,-3.0,2.0,-4.0,-0.4,8.0,4.0,0.3,0.496,0.498,0.6,-0.1,6.0,"$210,000",687/H459,,morame01
2000,28,BAL,AL,53.0,222.0,2.0,-3.0,2.0,0.0,3.0,4.0,0.4,8.0,12.0,1.1,0.506,0.502,1.2,0.3,12.0,,6/4,,morame01
2001,29,BAL,AL,128.0,503.0,-4.0,1.0,0.0,5.0,5.0,6.0,0.7,19.0,25.0,2.5,0.505,0.504,2.0,1.0,20.0,"$270,000",86/H4,,morame01
2002,30,BAL,AL,149.0,652.0,3.0,-1.0,1.0,21.0,0.0,24.0,2.4,24.0,48.0,4.7,0.516,0.515,2.6,2.1,27.0,"$350,000",7684/9DH,,morame01
2003,31,BAL,AL,96.0,413.0,25.0,3.0,1.0,7.0,-2.0,33.0,3.3,15.0,49.0,4.7,0.534,0.52,4.1,0.6,42.0,"$1,725,000",7986/4H3,AS,morame01
2004,32,BAL,AL,140.0,636.0,46.0,0.0,-1.0,-12.0,3.0,36.0,3.5,23.0,59.0,5.6,0.524,0.521,6.7,-0.7,71.0,"$2,333,333",*5/HD6,"MVP-18,SS",morame01
2005,33,BAL,AL,149.0,664.0,14.0,-2.0,-1.0,6.0,3.0,20.0,2.0,24.0,44.0,4.3,0.513,0.512,3.7,1.0,38.0,"$3,833,333",*5/DH,AS,morame01
2006,34,BAL,AL,155.0,705.0,-5.0,3.0,1.0,-5.0,3.0,-3.0,-0.2,24.0,22.0,2.2,0.498,0.498,2.7,-0.1,27.0,"$4,333,334",*5/4D,,morame01
2007,35,BAL,AL,126.0,527.0,-3.0,-1.0,-3.0,6.0,2.0,2.0,0.2,20.0,21.0,2.1,0.501,0.501,1.5,0.9,15.0,"$7,758,503",*5/HD,,morame01
2008,36,BAL,AL,135.0,570.0,10.0,-3.0,-1.0,-11.0,2.0,-3.0,-0.1,21.0,19.0,2.0,0.498,0.498,3.0,-0.8,30.0,"$7,826,914",*5/DH6,,morame01
2009,37,BAL,AL,125.0,496.0,-16.0,-4.0,-1.0,0.0,2.0,-19.0,-1.8,19.0,0.0,-0.1,0.485,0.488,-0.1,0.3,0.0,"$8,000,000",*5/H,,morame01
2010,38,COL,NL,113.0,354.0,-1.0,-1.0,-1.0,-7.0,0.0,-9.0,-1.1,11.0,2.0,0.0,0.491,0.494,0.8,-0.8,9.0,"$1,275,000",53H4/7,,morame01
2011,39,ARI,NL,42.0,135.0,-10.0,0.0,-1.0,-3.0,1.0,-13.0,-1.5,4.0,-9.0,-1.1,0.465,0.491,-0.8,-0.3,-6.0,"$2,350,000",5H/3,,morame01
2002,24,TOR,AL,151.0,650.0,15.0,4.0,0.0,-6.0,3.0,17.0,1.7,24.0,41.0,4.0,0.511,0.51,4.6,-0.2,47.0,"$200,000",*5H,RoY-1,hinsker01
2003,25,TOR,AL,124.0,514.0,-3.0,5.0,1.0,-5.0,2.0,0.0,0.0,19.0,19.0,1.9,0.5,0.5,2.4,-0.2,24.0,"$600,000",*5/H,,hinsker01
2004,26,TOR,AL,155.0,634.0,-20.0,2.0,1.0,-16.0,3.0,-31.0,-2.8,24.0,-7.0,-0.6,0.481,0.482,0.8,-1.1,9.0,"$900,000",*5/HD,,hinsker01
2005,27,TOR,AL,147.0,537.0,-1.0,2.0,0.0,1.0,-10.0,-8.0,-0.8,20.0,12.0,1.1,0.494,0.495,1.0,-0.8,11.0,"$3,100,000",3DH,,hinsker01
2006,28,TOR,AL,78.0,224.0,5.0,-1.0,0.0,2.0,-3.0,2.0,0.2,8.0,10.0,1.0,0.502,0.501,0.8,-0.1,8.0,"$4,425,000",9DH5/37,,hinsker01
2006,28,BOS,AL,31.0,88.0,-1.0,0.0,0.0,-1.0,-2.0,-3.0,-0.3,3.0,0.0,0.0,0.49,0.498,0.1,-0.2,1.0,,39/H7D,,hinsker01
2007,29,BOS,AL,84.0,218.0,-5.0,0.0,-1.0,-1.0,-4.0,-12.0,-1.1,8.0,-3.0,-0.3,0.486,0.493,-0.2,-0.5,-2.0,"$5,625,000",37H9/D,,hinsker01
2008,30,TBR,AL,133.0,432.0,3.0,1.0,-1.0,0.0,-6.0,-3.0,-0.2,16.0,14.0,1.4,0.498,0.498,1.4,-0.5,13.0,"$800,000",97DH3/5,,hinsker01
2009,31,PIT,NL,54.0,126.0,0.0,-1.0,1.0,2.0,-1.0,0.0,0.0,4.0,4.0,0.4,0.501,0.5,0.2,0.1,2.0,"$1,500,000",H9/35D,,hinsker01
2009,31,NYY,AL,39.0,98.0,1.0,0.0,0.0,-3.0,-1.0,-4.0,-0.3,4.0,0.0,0.0,0.491,0.498,0.3,-0.4,3.0,,95H/D7,,hinsker01
2010,32,ATL,NL,131.0,320.0,4.0,0.0,0.0,-5.0,-4.0,-6.0,-0.7,10.0,4.0,0.3,0.495,0.496,0.8,-1.0,9.0,"$1,000,000",H73/5D,,hinsker01
2011,33,ATL,NL,117.0,264.0,-3.0,-2.0,0.0,0.0,-3.0,-7.0,-0.8,8.0,1.0,0.0,0.493,0.495,0.0,-0.3,1.0,"$1,350,000",H793/D,,hinsker01
2012,34,ATL,NL,91.0,147.0,-8.0,-1.0,0.0,-3.0,-2.0,-14.0,-1.5,5.0,-10.0,-1.1,0.483,0.491,-0.8,-0.5,-7.0,"$1,500,000",H3/7D9,,hinsker01
2013,35,ARI,NL,52.0,58.0,-3.0,0.0,0.0,1.0,0.0,-3.0,-0.4,2.0,-1.0,-0.2,0.494,0.498,-0.3,0.1,-2.0,"$1,350,000",H/3D,,hinsker01
1999,20,TOR,AL,24.0,92.0,-5.0,-1.0,-1.0,0.0,1.0,-7.0,-0.7,3.0,-4.0,-0.4,0.471,0.496,-0.3,0.0,-4.0,"$200,000",8,,wellsve01
2000,21,TOR,AL,3.0,2.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-0.1,0.0,-1.0,-0.1,0.462,0.499,-0.1,-0.1,-1.0,,/8,,wellsve01
2001,22,TOR,AL,30.0,103.0,1.0,1.0,0.0,1.0,0.0,3.0,0.3,4.0,7.0,0.7,0.511,0.502,0.6,0.1,6.0,,8/9,,wellsve01
2002,23,TOR,AL,159.0,648.0,-4.0,1.0,-1.0,-6.0,3.0,-7.0,-0.6,24.0,18.0,1.7,0.496,0.496,2.3,-0.2,24.0,"$221,000",*89/H,,wellsve01
2003,24,TOR,AL,161.0,735.0,28.0,2.0,1.0,-14.0,4.0,21.0,2.0,26.0,47.0,4.5,0.512,0.512,5.9,-0.9,61.0,"$520,000",*8,"AS,MVP-8,SS",wellsve01
2004,25,TOR,AL,134.0,590.0,4.0,5.0,0.0,13.0,3.0,25.0,2.5,22.0,46.0,4.5,0.518,0.515,3.2,1.7,33.0,"$870,000",*8/DH,GG,wellsve01
2005,26,TOR,AL,156.0,678.0,1.0,-1.0,0.0,5.0,4.0,9.0,0.9,25.0,33.0,3.2,0.506,0.505,2.8,0.9,28.0,"$3,070,000",*8/D,GG,wellsve01
2006,27,TOR,AL,154.0,677.0,24.0,-1.0,1.0,11.0,3.0,39.0,3.9,24.0,64.0,6.2,0.525,0.523,5.2,1.5,53.0,"$4,470,000",*8/D,"AS,MVP-22,GG",wellsve01
2007,28,TOR,AL,149.0,642.0,-16.0,0.0,0.0,4.0,3.0,-9.0,-0.9,24.0,15.0,1.4,0.494,0.494,1.0,0.8,11.0,"$8,787,500",*8/H,,wellsve01
2008,29,TOR,AL,108.0,466.0,15.0,0.0,-1.0,-13.0,2.0,3.0,0.4,17.0,20.0,2.0,0.502,0.502,3.3,-1.0,33.0,"$3,687,500",8/D,,wellsve01
2009,30,TOR,AL,158.0,684.0,-12.0,2.0,0.0,-10.0,3.0,-16.0,-1.5,25.0,9.0,0.9,0.49,0.49,1.9,-0.6,19.0,"$4,687,500",*8/DH,,wellsve01
2010,31,TOR,AL,157.0,646.0,19.0,0.0,-2.0,-5.0,3.0,15.0,1.7,24.0,39.0,4.0,0.51,0.51,4.6,-0.1,44.0,"$15,687,500",*8/DH,AS,wellsve01
2011,32,LAA,AL,131.0,529.0,-8.0,1.0,1.0,-12.0,-5.0,-24.0,-2.5,20.0,-4.0,-0.5,0.481,0.485,0.8,-1.8,8.0,"$26,187,500",*789/DH,,wellsve01
2012,33,LAA,AL,77.0,262.0,-4.0,2.0,0.0,-1.0,-3.0,-5.0,-0.5,10.0,5.0,0.5,0.494,0.497,0.6,-0.4,6.0,"$21,000,000",7/8H9D,,wellsve01
2013,34,NYY,AL,130.0,458.0,-12.0,1.0,-1.0,1.0,-6.0,-17.0,-1.6,16.0,0.0,-0.1,0.486,0.489,-0.3,-0.3,-1.0,"$21,000,000",7H9D/345,,wellsve01
2000,22,ATL,NL,131.0,542.0,5.0,5.0,3.0,6.0,7.0,27.0,2.4,17.0,44.0,4.0,0.52,0.516,3.5,1.2,38.0,"$200,000",*64/H,RoY-1,furcara02
2001,23,ATL,NL,79.0,359.0,-12.0,2.0,1.0,-2.0,4.0,-7.0,-0.8,11.0,4.0,0.2,0.491,0.496,0.4,0.2,5.0,"$355,000",6,,furcara02
2002,24,ATL,NL,154.0,693.0,-14.0,4.0,0.0,12.0,9.0,10.0,0.9,20.0,30.0,2.9,0.507,0.506,1.7,2.1,18.0,"$405,000",*6/4H,,furcara02
2003,25,ATL,NL,156.0,734.0,5.0,6.0,3.0,8.0,8.0,31.0,2.9,21.0,51.0,4.9,0.52,0.519,4.2,1.6,43.0,"$2,200,000",*6/H,"AS,MVP-33",furcara02
2004,26,ATL,NL,143.0,632.0,-2.0,7.0,0.0,4.0,7.0,16.0,1.5,19.0,35.0,3.4,0.511,0.51,3.0,1.1,31.0,"$3,700,000",*6H/4,,furcara02
2005,27,ATL,NL,154.0,689.0,4.0,9.0,-1.0,24.0,8.0,45.0,4.5,21.0,65.0,6.5,0.53,0.528,4.0,3.2,41.0,"$5,600,000",*6/H,,furcara02
2006,28,LAD,NL,159.0,736.0,9.0,2.0,1.0,4.0,8.0,25.0,2.3,22.0,47.0,4.4,0.515,0.515,4.0,1.2,42.0,"$8,715,508",*6/H,MVP-14,furcara02
2007,29,LAD,NL,138.0,643.0,-18.0,3.0,1.0,9.0,7.0,2.0,0.1,19.0,21.0,1.9,0.501,0.501,1.0,1.6,12.0,"$13,730,196",*6,,furcara02
2008,30,LAD,NL,36.0,164.0,13.0,1.0,0.0,0.0,2.0,16.0,1.5,5.0,21.0,2.0,0.544,0.51,2.0,0.2,21.0,"$15,730,195",6/H,,furcara02
2009,31,LAD,NL,150.0,680.0,-4.0,3.0,1.0,7.0,8.0,15.0,1.4,20.0,35.0,3.4,0.51,0.51,2.7,1.5,28.0,"$7,500,000",*6/H,,furcara02
2010,32,LAD,NL,97.0,428.0,15.0,6.0,0.0,4.0,5.0,29.0,3.0,13.0,42.0,4.2,0.531,0.519,3.8,0.9,38.0,"$9,500,000",6/H,AS,furcara02
2011,33,LAD,NL,37.0,152.0,-8.0,-1.0,0.0,2.0,2.0,-5.0,-0.6,5.0,0.0,-0.1,0.485,0.496,-0.3,0.4,-2.0,"$13,000,000",6/H,,furcara02
2011,33,STL,NL,50.0,217.0,2.0,2.0,1.0,-6.0,3.0,1.0,0.1,7.0,8.0,0.8,0.502,0.501,1.4,-0.4,14.0,,6/H,,furcara02
2012,34,STL,NL,121.0,531.0,-9.0,3.0,1.0,-4.0,6.0,-3.0,-0.3,16.0,13.0,1.3,0.498,0.498,1.6,0.3,17.0,"$6,000,000",*6/H,AS,furcara02
2014,36,MIA,NL,9.0,37.0,-3.0,0.0,0.0,0.0,0.0,-2.0,-0.3,1.0,-1.0,-0.1,0.473,0.498,-0.1,0.0,-1.0,"$3,500,000",/4H,,furcara02
1998,26,FLA,NL,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.1,0.0,1.0,0.1,0.558,0.501,0.1,0.1,0.0,"$170,000",/5H,,millake01
1999,27,FLA,NL,105.0,407.0,4.0,-1.0,-1.0,-4.0,-5.0,-7.0,-0.8,13.0,6.0,0.4,0.494,0.496,0.9,-0.9,10.0,"$200,000",3/H57,,millake01
2000,28,FLA,NL,123.0,305.0,9.0,0.0,0.0,3.0,-3.0,10.0,0.8,10.0,19.0,1.7,0.507,0.506,1.5,-0.1,16.0,"$265,000",H375/D9,,millake01
2001,29,FLA,NL,144.0,495.0,26.0,-1.0,-1.0,-4.0,-5.0,15.0,1.3,15.0,30.0,2.8,0.51,0.509,3.3,-1.0,34.0,"$700,000",9H735/D,,millake01
